t,u0,u1,y0,y1,yT0,yT1
0.758,1,0,0.00035826,6.3025e-05,0.00035464,6.9535e-05
0.76,1,0,0.00035851,6.3029e-05,0.00036767,5.3084e-05
0.762,1,0,0.00035876,6.3029e-05,0.00036722,6.1308e-05
0.764,1,0,0.00035899,6.3028e-05,0.00035696,6.2385e-05
0.766,1,0,0.00035922,6.3024e-05,0.00035336,7.0022e-05
0.768,1,0,0.00035943,6.3017e-05,0.00035885,5.2191e-05
0.77,1,0,0.00035964,6.3008e-05,0.0003649,6.6513e-05
0.772,1,0,0.00035985,6.2997e-05,0.00036517,6.9347e-05
0.774,1,0,0.00036004,6.2984e-05,0.00034258,6.9178e-05
0.776,1,0,0.00036023,6.2968e-05,0.00034541,5.4764e-05
0.778,1,0,0.00036041,6.295e-05,0.00035239,7.2115e-05
0.78,1,0,0.00036059,6.293e-05,0.00035382,6.6602e-05
0.782,1,0,0.00036075,6.2908e-05,0.00036646,6.2626e-05
0.784,1,0,0.00036091,6.2883e-05,0.00037141,6.7851e-05
0.786,1,0,0.00036106,6.2857e-05,0.00038746,3.3354e-05
0.788,1,0,0.0003612,6.2829e-05,0.0003599,9.7832e-05
0.79,1,0,0.00036134,6.2799e-05,0.00035824,4.6095e-05
0.792,1,0,0.00036147,6.2767e-05,0.00034758,7.1357e-05
0.794,1,0,0.00036159,6.2733e-05,0.0003951,6.3882e-05
0.796,1,0,0.0003617,6.2697e-05,0.00035789,5.1673e-05
0.798,1,0,0.00036181,6.266e-05,0.00035572,5.0308e-05
0.8,1,0,0.00036191,6.2621e-05,0.00038896,7.9158e-05
0.802,1,0,0.000362,6.2581e-05,0.00036434,4.7686e-05
0.804,1,0,0.00036208,6.2539e-05,0.00037625,4.9769e-05
0.806,1,0,0.00036216,6.2495e-05,0.0003873,4.6778e-05
0.808,1,0,0.00036223,6.245e-05,0.00038587,4.8783e-05
0.81,1,0,0.0003623,6.2404e-05,0.00035591,5.8768e-05
0.812,1,0,0.00036235,6.2356e-05,0.00035945,5.6393e-05
0.814,1,0,0.00036241,6.2307e-05,0.00038261,7.5741e-05
0.816,1,0,0.00036245,6.2257e-05,0.00038528,4.7405e-05
0.818,1,0,0.00036249,6.2205e-05,0.00036067,4.2562e-05
0.82,1,0,0.00036252,6.2153e-05,0.00035316,7.6911e-05
0.822,1,0,0.00036255,6.2099e-05,0.00035911,4.1112e-05
0.824,1,0,0.00036257,6.2045e-05,0.00038022,4.8226e-05
0.826,1,0,0.00036258,6.1989e-05,0.00037563,4.5128e-05
0.828,1,0,0.00036259,6.1932e-05,0.00035613,7.5553e-05
0.83,1,0,0.00036259,6.1875e-05,0.00036802,4.1958e-05
0.832,1,0,0.00036258,6.1817e-05,0.0003614,5.9152e-05
0.834,1,0,0.00036257,6.1758e-05,0.00038217,5.665e-05
0.836,1,0,0.00036256,6.1698e-05,0.0003425,7.1166e-05
0.838,1,0,0.00036254,6.1637e-05,0.00037355,5.8161e-05
0.84,1,0,0.00036251,6.1576e-05,0.00036329,5.0039e-05
0.842,1,0,0.00036248,6.1515e-05,0.00037709,8.8103e-05
0.844,1,0,0.00036244,6.1452e-05,0.00037468,8.647e-05
0.846,1,0,0.0003624,6.139e-05,0.00037593,4.9271e-05
0.848,1,0,0.00036236,6.1326e-05,0.00036476,9.0006e-05
0.85,1,0,0.0003623,6.1263e-05,0.00038194,6.7102e-05
0.852,1,0,0.00036225,6.1199e-05,0.00036157,4.8114e-05
0.854,1,0,0.00036219,6.1134e-05,0.00039598,6.1051e-05
0.856,1,0,0.00036212,6.107e-05,0.00034862,5.6594e-05
0.858,1,0,0.00036205,6.1005e-05,0.00036687,6.1331e-05
0.86,1,0,0.00036198,6.094e-05,0.00037527,5.5724e-05
0.862,1,0,0.0003619,6.0875e-05,0.00037868,7.1559e-05
0.864,1,0,0.00036182,6.081e-05,0.00036197,5.5869e-05
0.866,1,0,0.00036173,6.0745e-05,0.0003818,7.2543e-05
0.868,1,0,0.00036164,6.0679e-05,0.00036201,4.7638e-05
0.87,1,0,0.00036155,6.0614e-05,0.0003291,4.474e-05
0.872,1,0,0.00036145,6.0549e-05,0.00036584,6.9641e-05
0.874,1,0,0.00036135,6.0484e-05,0.00036512,5.0831e-05
0.876,1,0,0.00036125,6.0419e-05,0.00037369,7.4335e-05
0.878,1,0,0.00036114,6.0354e-05,0.0003517,4.5139e-05
0.88,1,0,0.00036103,6.0289e-05,0.00031869,3.7859e-05
0.882,1,0,0.00036092,6.0225e-05,0.00037838,5.3002e-05
0.884,1,0,0.0003608,6.0161e-05,0.00033975,6.7925e-05
0.886,1,0,0.00036069,6.0097e-05,0.00035578,5.3812e-05
0.888,1,0,0.00036057,6.0033e-05,0.00036209,4.6165e-05
0.89,1,0,0.00036044,5.997e-05,0.00037304,6.7545e-05
0.892,1,0,0.00036032,5.9908e-05,0.00034014,3.2085e-05
0.894,1,0,0.00036019,5.9845e-05,0.00034883,7.572e-05
0.896,1,0,0.00036006,5.9784e-05,0.00035103,5.589e-05
0.898,1,0,0.00035993,5.9722e-05,0.00033653,4.4797e-05
0.9,1,0,0.00035979,5.9662e-05,0.00035704,6.0512e-05
0.902,1,0,0.00035966,5.9601e-05,0.00032811,8.1822e-05
0.904,1,0,0.00035952,5.9542e-05,0.00038982,8.0071e-05
0.906,1,0,0.00035938,5.9483e-05,0.00035702,7.2045e-05
0.908,1,0,0.00035924,5.9424e-05,0.00035177,6.0038e-05
0.91,1,0,0.0003591,5.9366e-05,0.00032772,6.1822e-05
0.912,1,0,0.00035896,5.9309e-05,0.00038389,5.8721e-05
0.914,1,0,0.00035881,5.9253e-05,0.00035879,7.1115e-05
0.916,1,0,0.00035867,5.9197e-05,0.00034357,4.1489e-05
0.918,1,0,0.00035852,5.9142e-05,0.00036306,7.6e-05
0.92,1,0,0.00035837,5.9088e-05,0.00036159,7.4126e-05
0.922,1,0,0.00035823,5.9035e-05,0.00035521,5.5221e-05
0.924,1,0,0.00035808,5.8982e-05,0.000369,4.4619e-05
0.926,1,0,0.00035793,5.893e-05,0.00037225,5.1463e-05
0.928,1,0,0.00035778,5.8879e-05,0.00034456,7.8961e-05
0.93,1,0,0.00035763,5.8829e-05,0.00036502,6.9401e-05
0.932,1,0,0.00035748,5.878e-05,0.00035644,5.1766e-05
0.934,1,0,0.00035733,5.8731e-05,0.00036582,4.9113e-05
0.936,1,0,0.00035718,5.8684e-05,0.00033917,6.092e-05
0.938,1,0,0.00035703,5.8637e-05,0.0003676,4.8107e-05
0.94,1,0,0.00035688,5.8592e-05,0.0003563,7.2701e-05
0.942,1,0,0.00035674,5.8547e-05,0.00034539,3.1348e-05
0.944,1,0,0.00035659,5.8503e-05,0.00035502,6.5353e-05
0.946,1,0,0.00035644,5.846e-05,0.00034716,7.0574e-05
0.948,1,0,0.00035629,5.8418e-05,0.00035858,4.6246e-05
0.95,1,0,0.00035614,5.8377e-05,0.00036016,7.2342e-05
0.952,1,0,0.000356,5.8337e-05,0.00032246,3.3769e-05
0.954,1,0,0.00035585,5.8298e-05,0.00035649,5.8557e-05
0.956,1,0,0.0003557,5.826e-05,0.00033958,3.2328e-05
0.958,1,0,0.00035556,5.8223e-05,0.0003525,4.9389e-05
0.96,1,0,0.00035542,5.8187e-05,0.00035652,4.3405e-05
0.962,1,0,0.00035527,5.8152e-05,0.000345,4.0914e-05
0.964,1,0,0.00035513,5.8118e-05,0.00034949,6.7517e-05
0.966,1,0,0.00035499,5.8085e-05,0.00035496,8.4863e-05
0.968,1,0,0.00035485,5.8053e-05,0.00035111,6.6096e-05
0.97,1,0,0.00035471,5.8022e-05,0.00037046,6.3568e-05
0.972,1,0,0.00035458,5.7992e-05,0.00037183,9.9256e-05
0.974,1,0,0.00035444,5.7964e-05,0.00033352,7.3372e-05
0.976,1,0,0.00035431,5.7936e-05,0.00032957,6.0045e-05
0.978,1,0,0.00035418,5.7909e-05,0.00037903,5.1592e-05
0.98,1,0,0.00035405,5.7883e-05,0.00033624,5.8847e-05
0.982,1,0,0.00035392,5.7858e-05,0.00036946,7.3638e-05
0.984,1,0,0.00035379,5.7834e-05,0.0003644,7.4137e-05
0.986,1,0,0.00035366,5.7811e-05,0.00032272,5.026e-05
0.988,1,0,0.00035354,5.7789e-05,0.00034126,7.6457e-05
0.99,1,0,0.00035342,5.7768e-05,0.0003794,5.1238e-05
0.992,1,0,0.0003533,5.7748e-05,0.00036685,4.4802e-05
0.994,1,0,0.00035318,5.7729e-05,0.00035028,5.2437e-05
0.996,1,0,0.00035306,5.7712e-05,0.00036033,7.5387e-05
0.998,1,0,0.00035295,5.7695e-05,0.00036745,7.9585e-05
1,1,0,0.00035283,5.7679e-05,0.00036068,4.0298e-05
1.002,1,0,0.00035272,5.7664e-05,0.00035413,5.0431e-05
1.004,1,0,0.00035261,5.7649e-05,0.00036692,6.3734e-05
1.006,1,0,0.00035251,5.7636e-05,0.00033981,4.1757e-05
1.008,1,0,0.0003524,5.7624e-05,0.00034834,5.2736e-05
1.01,1,0,0.0003523,5.7613e-05,0.00036535,7.3298e-05
1.012,1,0,0.0003522,5.7603e-05,0.00033763,4.9151e-05
1.014,1,0,0.0003521,5.7593e-05,0.00034955,5.2628e-05
1.016,1,0,0.00035201,5.7585e-05,0.00037141,5.057e-05
1.018,1,0,0.00035191,5.7577e-05,0.00035449,4.5307e-05
1.02,1,0,0.00035182,5.757e-05,0.0003573,5.5851e-05
1.022,1,0,0.00035173,5.7564e-05,0.00032814,6.3487e-05
1.024,1,0,0.00035165,5.7559e-05,0.00034132,5.9634e-05
1.026,1,0,0.00035156,5.7555e-05,0.00036632,5.8189e-05
1.028,1,0,0.00035148,5.7551e-05,0.00034538,5.683e-05
1.03,1,0,0.0003514,5.7549e-05,0.00036306,6.5265e-05
1.032,1,0,0.00035132,5.7547e-05,0.00035363,5.3834e-05
1.034,1,0,0.00035125,5.7546e-05,0.00034028,1.8064e-05
1.036,1,0,0.00035117,5.7546e-05,0.00034473,6.1886e-05
1.038,1,0,0.0003511,5.7547e-05,0.00034994,4.2137e-05
1.04,1,0,0.00035103,5.7548e-05,0.00035443,5.149e-05
1.042,1,0,0.00035097,5.755e-05,0.00034932,7.7745e-05
1.044,1,0,0.0003509,5.7553e-05,0.00036893,6.4138e-05
1.046,1,0,0.00035084,5.7556e-05,0.0003503,1.508e-05
1.048,1,0,0.00035078,5.756e-05,0.00034617,4.4276e-05
1.05,1,0,0.00035073,5.7565e-05,0.00038229,6.6247e-05
1.052,1,0,0.00035067,5.7571e-05,0.00033665,8.2876e-05
1.054,1,0,0.00035062,5.7577e-05,0.00034526,5.3721e-05
1.056,1,0,0.00035057,5.7584e-05,0.00035593,4.6618e-05
1.058,1,0,0.00035052,5.7591e-05,0.00034225,3.4655e-05
1.06,1,0,0.00035048,5.7599e-05,0.00035954,6.1165e-05
1.062,1,0,0.00035043,5.7608e-05,0.0003176,5.2232e-05
1.064,1,0,0.00035039,5.7617e-05,0.00038208,4.8301e-05
1.066,1,0,0.00035035,5.7627e-05,0.00035317,7.6262e-05
1.068,1,0,0.00035032,5.7637e-05,0.00034381,4.8077e-05
1.07,1,0,0.00035028,5.7648e-05,0.00035585,6.8127e-05
1.072,1,0,0.00035025,5.766e-05,0.00036309,3.6454e-05
1.074,1,0,0.00035022,5.7672e-05,0.00036369,8.7536e-05
1.076,1,0,0.00035019,5.7684e-05,0.00036382,5.9233e-05
1.078,1,0,0.00035017,5.7697e-05,0.0003616,6.4151e-05
1.08,1,0,0.00035014,5.771e-05,0.00033888,4.3336e-05
1.082,1,0,0.00035012,5.7724e-05,0.00034546,4.6294e-05
1.084,1,0,0.0003501,5.7738e-05,0.00036917,5.129e-05
1.086,1,0,0.00035008,5.7752e-05,0.0003508,5.9527e-05
1.088,1,0,0.00035007,5.7767e-05,0.00033433,2.5757e-05
1.09,1,0,0.00035005,5.7783e-05,0.00035407,6.1749e-05
1.092,1,0,0.00035004,5.7798e-05,0.00034059,7.3841e-05
1.094,1,0,0.00035003,5.7814e-05,0.00036447,5.6712e-05
1.096,1,0,0.00035003,5.7831e-05,0.00034468,6.812e-05
1.098,1,0,0.00035002,5.7847e-05,0.00034229,4.7618e-05
1.1,1,0,0.00035002,5.7864e-05,0.00035423,5.4012e-05
1.102,1,0,0.00035001,5.7881e-05,0.00035485,5.7172e-05
1.104,1,0,0.00035001,5.7899e-05,0.00033066,4.4308e-05
1.106,1,0,0.00035002,5.7917e-05,0.00036993,5.6942e-05
1.108,1,0,0.00035002,5.7935e-05,0.00035514,4.2876e-05
1.11,1,0,0.00035002,5.7953e-05,0.00036393,5.4395e-05
1.112,1,0,0.00035003,5.7971e-05,0.00036833,5.2922e-05
1.114,1,0,0.00035004,5.799e-05,0.00033717,5.1423e-05
1.116,1,0,0.00035005,5.8009e-05,0.0003241,7.4433e-05
1.118,1,0,0.00035006,5.8027e-05,0.00033495,6.4573e-05
1.12,1,0,0.00035007,5.8047e-05,0.00033286,4.7785e-05
1.122,1,0,0.00035009,5.8066e-05,0.00034404,7.4885e-05
1.124,1,0,0.0003501,5.8085e-05,0.00033119,5.9669e-05
1.126,1,0,0.00035012,5.8104e-05,0.00037026,6.5627e-05
1.128,1,0,0.00035014,5.8124e-05,0.00034546,5.806e-05
1.13,1,0,0.00035016,5.8144e-05,0.00035658,4.3138e-05
1.132,1,0,0.00035018,5.8163e-05,0.00036914,6.4011e-05
1.134,1,0,0.0003502,5.8183e-05,0.00030458,5.3408e-05
1.136,1,0,0.00035022,5.8203e-05,0.00033903,2.5643e-05
1.138,1,0,0.00035025,5.8223e-05,0.00034934,6.5918e-05
1.14,1,0,0.00035028,5.8242e-05,0.00034817,5.3088e-05
1.142,1,0,0.0003503,5.8262e-05,0.00034058,7.8937e-05
1.144,1,0,0.00035033,5.8282e-05,0.00033418,6.3354e-05
1.146,1,0,0.00035036,5.8302e-05,0.000359,6.7724e-05
1.148,1,0,0.00035039,5.8322e-05,0.00037133,4.8092e-05
1.15,1,0,0.00035042,5.8341e-05,0.00035228,3.5251e-05
1.152,1,0,0.00035046,5.8361e-05,0.00035294,6.7406e-05
1.154,1,0,0.00035049,5.8381e-05,0.00034944,3.4655e-05
1.156,1,0,0.00035052,5.84e-05,0.00036691,6.5709e-05
1.158,1,0,0.00035056,5.842e-05,0.00031663,6.4181e-05
1.16,1,0,0.00035059,5.8439e-05,0.00034103,9.6062e-05
1.162,1,0,0.00035063,5.8458e-05,0.00035617,4.7666e-05
1.164,1,0,0.00035067,5.8477e-05,0.00035242,5.859e-05
1.166,1,0,0.00035071,5.8496e-05,0.00035201,8.0326e-05
1.168,1,0,0.00035075,5.8515e-05,0.00035755,5.932e-05
1.17,1,0,0.00035078,5.8534e-05,0.00035135,5.8211e-05
1.172,1,0,0.00035082,5.8553e-05,0.00032663,4.9368e-05
1.174,1,0,0.00035087,5.8571e-05,0.00033115,5.5186e-05
1.176,1,0,0.00035091,5.8589e-05,0.00033633,5.8102e-05
1.178,1,0,0.00035095,5.8607e-05,0.00034976,5.9533e-05
1.18,1,0,0.00035099,5.8625e-05,0.00035492,7.9197e-05
1.182,1,0,0.00035103,5.8643e-05,0.00033908,4.7779e-05
1.184,1,0,0.00035108,5.866e-05,0.00032973,5.2372e-05
1.186,1,0,0.00035112,5.8678e-05,0.00033915,3.7444e-05
1.188,1,0,0.00035116,5.8695e-05,0.00037795,5.6325e-05
1.19,1,0,0.00035121,5.8712e-05,0.00035967,6.271e-05
1.192,1,0,0.00035125,5.8728e-05,0.0003358,3.8466e-05
1.194,1,0,0.0003513,5.8745e-05,0.00035046,4.3342e-05
1.196,1,0,0.00035134,5.8761e-05,0.00035669,4.8777e-05
1.198,1,0,0.00035139,5.8777e-05,0.00033255,5.6866e-05
1.2,1,0,0.00035143,5.8793e-05,0.0003229,4.9967e-05
1.202,1,0,0.00035148,5.8808e-05,0.00034219,6.0357e-05
1.204,1,0,0.00035152,5.8823e-05,0.00036181,5.1514e-05
1.206,1,0,0.00035157,5.8838e-05,0.0003633,6.5948e-05
1.208,1,0,0.00035161,5.8853e-05,0.00032611,4.6902e-05
1.21,1,0,0.00035166,5.8867e-05,0.00036592,5.6906e-05
1.212,1,0,0.0003517,5.8881e-05,0.00035819,5.9602e-05
1.214,1,0,0.00035175,5.8895e-05,0.00035897,5.7374e-05
1.216,1,0,0.00035179,5.8909e-05,0.00035828,6.8547e-05
1.218,1,0,0.00035184,5.8922e-05,0.00032434,2.8717e-05
1.22,1,0,0.00035188,5.8935e-05,0.00034189,4.7739e-05
1.222,1,0,0.00035193,5.8948e-05,0.00037232,3.9897e-05
1.224,1,0,0.00035197,5.896e-05,0.0003605,7.1713e-05
1.226,1,0,0.00035202,5.8972e-05,0.00034905,6.6967e-05
1.228,1,0,0.00035206,5.8984e-05,0.00036031,7.7493e-05
1.23,1,0,0.00035211,5.8995e-05,0.00035712,4.2898e-05
1.232,1,0,0.00035215,5.9007e-05,0.00037364,6.8701e-05
1.234,1,0,0.00035219,5.9017e-05,0.0003616,6.6918e-05
1.236,1,0,0.00035224,5.9028e-05,0.00031642,5.2323e-05
1.238,1,0,0.00035228,5.9038e-05,0.00036252,7.7311e-05
1.24,1,0,0.00035232,5.9048e-05,0.00036349,6.9543e-05
1.242,1,0,0.00035236,5.9058e-05,0.0003319,6.3109e-05
1.244,1,0,0.00035241,5.9067e-05,0.0003282,6.3494e-05
1.246,1,0,0.00035245,5.9076e-05,0.0003778,6.2455e-05
1.248,1,0,0.00035249,5.9085e-05,0.0003449,7.1967e-05
1.25,1,0,0.00035253,5.9094e-05,0.0003676,5.7946e-05
1.252,1,0,0.00035257,5.9102e-05,0.00034236,5.3124e-05
1.254,1,0,0.00035261,5.911e-05,0.00035988,6.5304e-05
1.256,1,0,0.00035265,5.9117e-05,0.00039052,6.5106e-05
1.258,1,0,0.00035269,5.9124e-05,0.00037175,6.5504e-05
1.26,1,0,0.00035273,5.9131e-05,0.00036499,3.6073e-05
1.262,1,0,0.00035276,5.9138e-05,0.00035085,3.6765e-05
1.264,1,0,0.0003528,5.9144e-05,0.00035783,4.1625e-05
1.266,1,0,0.00035284,5.915e-05,0.00035119,6.8287e-05
1.268,1,0,0.00035287,5.9156e-05,0.00032375,4.632e-05
1.27,1,0,0.00035291,5.9161e-05,0.00036583,8.591e-05
1.272,1,0,0.00035294,5.9166e-05,0.00039109,3.251e-05
1.274,1,0,0.00035298,5.9171e-05,0.00038074,7.1425e-05
1.276,1,0,0.00035301,5.9176e-05,0.00037066,3.8419e-05
1.278,1,0,0.00035304,5.918e-05,0.00035699,5.2409e-05
1.28,1,0,0.00035308,5.9184e-05,0.00032948,4.1385e-05
1.282,1,0,0.00035311,5.9188e-05,0.00034739,3.1257e-05
1.284,1,0,0.00035314,5.9191e-05,0.00035656,4.3254e-05
1.286,1,0,0.00035317,5.9194e-05,0.00034547,5.2104e-05
1.288,1,0,0.0003532,5.9197e-05,0.00034997,4.4247e-05
1.29,1,0,0.00035323,5.92e-05,0.00031824,6.388e-05
1.292,1,0,0.00035326,5.9202e-05,0.00038631,6.153e-05
1.294,1,0,0.00035328,5.9204e-05,0.00035897,6.3841e-05
1.296,1,0,0.00035331,5.9206e-05,0.00033996,8.1639e-05
1.298,1,0,0.00035334,5.9207e-05,0.00036742,6.7719e-05
1.3,1,0,0.00035336,5.9208e-05,0.00036038,6.7437e-05
1.302,1,0,0.00035339,5.9209e-05,0.00036084,6.9298e-05
1.304,1,0,0.00035341,5.921e-05,0.00036171,7.0928e-05
1.306,1,0,0.00035343,5.9211e-05,0.00037023,5.6441e-05
1.308,1,0,0.00035346,5.9211e-05,0.00035334,7.4465e-05
1.31,1,0,0.00035348,5.9211e-05,0.00036291,6.12e-05
1.312,1,0,0.0003535,5.9211e-05,0.00034426,6.7764e-05
1.314,1,0,0.00035352,5.921e-05,0.00038191,6.4259e-05
1.316,1,0,0.00035354,5.921e-05,0.00033827,4.1126e-05
1.318,1,0,0.00035356,5.9209e-05,0.00034257,3.3459e-05
1.32,1,0,0.00035358,5.9208e-05,0.0003547,4.6465e-05
1.322,1,0,0.0003536,5.9207e-05,0.00036626,3.9357e-05
1.324,1,0,0.00035361,5.9205e-05,0.0003383,6.1492e-05
1.326,1,0,0.00035363,5.9203e-05,0.0003493,6.6895e-05
1.328,1,0,0.00035365,5.9202e-05,0.00035427,6.3902e-05
1.33,1,0,0.00035366,5.9199e-05,0.00038925,7.0085e-05
1.332,1,0,0.00035368,5.9197e-05,0.00033506,8.1272e-05
1.334,1,0,0.00035369,5.9195e-05,0.00035476,4.2172e-05
1.336,1,0,0.0003537,5.9192e-05,0.0003975,6.7209e-05
1.338,1,0,0.00035372,5.9189e-05,0.00035356,4.0478e-05
1.34,1,0,0.00035373,5.9186e-05,0.00037151,5.5803e-05
1.342,1,0,0.00035374,5.9183e-05,0.00036621,5.7971e-05
1.344,1,0,0.00035375,5.918e-05,0.00037868,6.1764e-05
1.346,1,0,0.00035376,5.9176e-05,0.0003632,4.53e-05
1.348,1,0,0.00035377,5.9173e-05,0.00038103,4.6935e-05
1.35,1,0,0.00035378,5.9169e-05,0.00035155,8.4995e-05
1.352,1,0,0.00035378,5.9165e-05,0.00036516,6.7138e-05
1.354,1,0,0.00035379,5.9161e-05,0.00037482,8.3849e-05
1.356,1,0,0.0003538,5.9157e-05,0.00035847,7.8764e-05
1.358,1,0,0.0003538,5.9153e-05,0.00034013,6.0982e-05
1.36,1,0,0.00035381,5.9148e-05,0.00035178,5.3374e-05
1.362,1,0,0.00035381,5.9144e-05,0.00036509,5.1771e-05
1.364,1,0,0.00035382,5.9139e-05,0.00032795,6.6409e-05
1.366,1,0,0.00035382,5.9134e-05,0.00035868,6.0496e-05
1.368,1,0,0.00035382,5.9129e-05,0.00033753,4.2013e-05
1.37,1,0,0.00035383,5.9124e-05,0.00036195,2.1908e-05
1.372,1,0,0.00035383,5.9119e-05,0.0003801,8.4546e-05
1.374,1,0,0.00035383,5.9114e-05,0.00033937,4.0749e-05
1.376,1,0,0.00035383,5.9109e-05,0.00034315,6.7472e-05
1.378,1,0,0.00035383,5.9104e-05,0.00036363,5.1281e-05
1.38,1,0,0.00035383,5.9098e-05,0.00036234,2.6653e-05
1.382,1,0,0.00035383,5.9093e-05,0.00033818,5.1656e-05
1.384,1,0,0.00035383,5.9087e-05,0.00033624,5.9164e-05
1.386,1,0,0.00035382,5.9082e-05,0.00035128,7.3136e-05
1.388,1,0,0.00035382,5.9076e-05,0.00034686,8.547e-05
1.39,1,0,0.00035382,5.907e-05,0.000364,5.0192e-05
1.392,1,0,0.00035382,5.9065e-05,0.00034072,7.0154e-05
1.394,1,0,0.00035381,5.9059e-05,0.00034643,5.0116e-05
1.396,1,0,0.00035381,5.9053e-05,0.00035524,6.6353e-05
1.398,1,0,0.0003538,5.9047e-05,0.00036104,5.1397e-05
1.4,1,0,0.0003538,5.9041e-05,0.00022405,-5.1386e-05
1.402,1,0,0.00035379,5.9035e-05,0.00063645,-1.9503e-05
1.404,1,0,0.00035379,5.9029e-05,7.5373e-07,0.00026965
1.406,1,0,0.00035378,5.9023e-05,0.00037584,1.0929e-05
1.408,1,0,0.00035377,5.9017e-05,0.00024901,0.00022364
1.41,1,0,0.00035376,5.9011e-05,7.9223e-05,2.029e-05
1.412,1,0,0.00035376,5.9005e-05,0.00037375,9.0094e-05
1.414,1,0,0.00035375,5.8999e-05,-0.00017733,2.9732e-05
1.416,1,0,0.00035374,5.8993e-05,-0.0002231,7.0629e-06
1.418,1,0,0.00035373,5.8987e-05,-0.00017384,2.689e-05
1.42,1,0,0.00035372,5.8981e-05,7.0803e-05,7.8292e-05
1.422,1,0,0.00035371,5.8975e-05,0.00070457,8.7548e-05
1.424,1,0,0.0003537,5.8969e-05,0.00037125,2.9065e-05
1.426,1,0,0.00035369,5.8963e-05,0.00085255,0.00010736
1.428,1,0,0.00035368,5.8957e-05,0.00072264,1.6801e-05
1.43,1,0,0.00035367,5.8952e-05,0.00016676,5.1352e-05
1.432,1,0,0.00035366,5.8946e-05,-0.00013178,8.3916e-05
1.434,1,0,0.00035365,5.894e-05,0.0003689,0.00010471
1.436,1,0,0.00035364,5.8934e-05,0.00022045,-3.5758e-06
1.438,1,0,0.00035363,5.8928e-05,0.00076929,-3.0602e-05
1.44,1,0,0.00035362,5.8922e-05,0.00010042,3.1297e-05
1.442,1,0,0.00035361,5.8917e-05,0.00092824,4.1399e-05
1.444,1,0,0.00035359,5.8911e-05,0.00044583,-3.2713e-05
1.446,1,0,0.00035358,5.8905e-05,0.00049655,0.00010863
1.448,1,0,0.00035357,5.89e-05,0.00010165,0.00016292
1.45,1,0,0.00035356,5.8894e-05,-5.5256e-06,3.3021e-05
1.452,1,0,0.00035354,5.8889e-05,0.00028779,3.9672e-05
1.454,1,0,0.00035353,5.8883e-05,0.00036661,-1.8366e-06
1.456,1,0,0.00035352,5.8878e-05,-0.00016424,7.0317e-05
1.458,1,0,0.00035351,5.8873e-05,0.00037704,8.3253e-06
1.46,1,0,0.00035349,5.8867e-05,7.9729e-05,9.7131e-05
1.462,1,0,0.00035348,5.8862e-05,0.00046887,8.8107e-05
1.464,1,0,0.00035347,5.8857e-05,0.00070667,8.1343e-05
1.466,1,0,0.00035345,5.8852e-05,-0.00030539,3.42e-05
1.468,1,0,0.00035344,5.8847e-05,0.00010242,0.00021428
1.47,1,0,0.00035343,5.8842e-05,0.00027162,-7.6748e-05
1.472,1,0,0.00035341,5.8837e-05,-0.00046281,9.5048e-05
1.474,1,0,0.0003534,5.8833e-05,-0.00058064,0.00013743
1.476,1,0,0.00035338,5.8828e-05,-0.00024564,6.1596e-05
1.478,1,0,0.00035337,5.8823e-05,0.00066526,0.00010516
1.48,1,0,0.00035336,5.8819e-05,0.00098417,1.324e-05
1.482,1,0,0.00035334,5.8814e-05,0.00012079,5.0333e-05
1.484,1,0,0.00035333,5.881e-05,0.00018953,0.00013895
1.486,1,0,0.00035332,5.8806e-05,0.0003805,8.5753e-06
1.488,1,0,0.0003533,5.8802e-05,0.00061111,0.00016526
1.49,1,0,0.00035329,5.8797e-05,0.0007005,-3.7184e-05
1.492,1,0,0.00035327,5.8793e-05,0.001187,1.886e-05
1.494,1,0,0.00035326,5.8789e-05,0.00050133,0.00017389
1.496,1,0,0.00035325,5.8786e-05,-5.8357e-05,8.6476e-05
1.498,1,0,0.00035323,5.8782e-05,0.0011401,7.4661e-05
1.5,1,0,0.00035322,5.8778e-05,7.0987e-07,8.1638e-05
1.502,1,0,0.00035321,5.8775e-05,0.00010868,6.513e-06
1.504,1,0,0.00035319,5.8771e-05,0.00068889,-3.9566e-05
1.506,1,0,0.00035318,5.8768e-05,0.00041855,-6.5658e-05
1.508,1,0,0.00035317,5.8764e-05,0.00037415,0.00010614
1.51,1,0,0.00035315,5.8761e-05,0.00034294,-5.6499e-05
1.512,1,0,0.00035314,5.8758e-05,-0.00012127,6.0764e-05
1.514,1,0,0.00035313,5.8755e-05,-9.9243e-05,-3.0113e-05
1.516,1,0,0.00035312,5.8752e-05,-0.00022764,0.00010623
1.518,1,0,0.0003531,5.8749e-05,0.00063113,5.0947e-05
1.52,1,0,0.00035309,5.8747e-05,3.6149e-05,4.5763e-05
1.522,1,0,0.00035308,5.8744e-05,-0.00025108,2.6173e-05
1.524,1,0,0.00035307,5.8741e-05,0.00050017,0.00014944
1.526,1,0,0.00035305,5.8739e-05,0.00027075,0.000115
1.528,1,0,0.00035304,5.8737e-05,-0.00010638,-6.1617e-06
1.53,1,0,0.00035303,5.8734e-05,0.00047656,3.6014e-05
1.532,1,0,0.00035302,5.8732e-05,0.00049148,6.057e-05
1.534,1,0,0.00035301,5.873e-05,0.00057084,4.9266e-05
1.536,1,0,0.00035299,5.8728e-05,0.00013936,0.00011414
