t,u,y,yT
9.07,12,1.3332,1.3332
9.08,12,1.3332,1.3332
9.09,12,1.3332,1.3332
9.1,12,1.3332,1.3332
9.11,12,1.3332,1.3332
9.12,12,1.3332,1.3332
9.13,12,1.3332,1.3332
9.14,12,1.3332,1.3332
9.15,12,1.3332,1.3332
9.16,12,1.3332,1.3332
9.17,12,1.3332,1.3332
9.18,12,1.3332,1.3332
9.19,12,1.3332,1.3332
9.2,12,1.3332,1.3332
9.21,12,1.3332,1.3332
9.22,12,1.3332,1.3332
9.23,12,1.3332,1.3332
9.24,12,1.3332,1.3332
9.25,12,1.3332,1.3332
9.26,12,1.3332,1.3332
9.27,12,1.3332,1.3332
9.28,12,1.3332,1.3332
9.29,12,1.3332,1.3332
9.3,12,1.3332,1.3332
9.31,12,1.3332,1.3332
9.32,12,1.3332,1.3332
9.33,12,1.3332,1.3332
9.34,12,1.3332,1.3332
9.35,12,1.3332,1.3332
9.36,12,1.3332,1.3332
9.37,12,1.3332,1.3332
9.38,12,1.3332,1.3332
9.39,12,1.3332,1.3332
9.4,12,1.3332,1.3332
9.41,12,1.3332,1.3332
9.42,12,1.3332,1.3332
9.43,12,1.3332,1.3332
9.44,12,1.3332,1.3332
9.45,12,1.3332,1.3332
9.46,12,1.3332,1.3332
9.47,12,1.3332,1.3332
9.48,12,1.3332,1.3332
9.49,12,1.3332,1.3332
9.5,12,1.3332,1.3332
9.51,12,1.3332,1.3332
9.52,12,1.3332,1.3332
9.53,12,1.3332,1.3332
9.54,12,1.3332,1.3332
9.55,12,1.3332,1.3332
9.56,12,1.3332,1.3332
9.57,12,1.3332,1.3332
9.58,12,1.3332,1.3332
9.59,12,1.3332,1.3332
9.6,12,1.3332,1.3332
9.61,12,1.3332,1.3332
9.62,12,1.3332,1.3332
9.63,12,1.3332,1.3332
9.64,12,1.3332,1.3332
9.65,12,1.3332,1.3332
9.66,12,1.3332,1.3332
9.67,12,1.3332,1.3332
9.68,12,1.3332,1.3332
9.69,12,1.3332,1.3332
9.7,12,1.3332,1.3332
9.71,12,1.3332,1.3332
9.72,12,1.3332,1.3332
9.73,12,1.3332,1.3332
9.74,12,1.3332,1.3332
9.75,12,1.3332,1.3332
9.76,12,1.3332,1.3332
9.77,12,1.3332,1.3332
9.78,12,1.3332,1.3332
9.79,12,1.3332,1.3332
9.8,12,1.3333,1.3333
9.81,12,1.3333,1.3333
9.82,12,1.3333,1.3333
9.83,12,1.3333,1.3333
9.84,12,1.3333,1.3333
9.85,12,1.3333,1.3333
9.86,12,1.3333,1.3333
9.87,12,1.3333,1.3333
9.88,12,1.3333,1.3333
9.89,12,1.3333,1.3333
9.9,12,1.3333,1.3333
9.91,12,1.3333,1.3333
9.92,12,1.3333,1.3333
9.93,12,1.3333,1.3333
9.94,12,1.3333,1.3333
9.95,12,1.3333,1.3333
9.96,12,1.3333,1.3333
9.97,12,1.3333,1.3333
9.98,12,1.3333,1.3333
9.99,12,1.3333,1.3333
10,12,1.3333,1.3333
