t,u,y,yT
1.876,-52.827,0.0032105,0.0034712
1.878,-42.716,0.002345,0.0025578
1.88,-32.352,0.001466,0.0010928
1.882,-21.796,0.00057752,0.00053202
1.884,-11.109,-0.00031609,-0.00030548
1.886,-0.35317,-0.0012106,-0.0014912
1.888,10.408,-0.0021016,-0.0021611
1.89,21.111,-0.0029849,-0.0022804
1.892,31.693,-0.0038563,-0.0048072
1.894,42.093,-0.0047116,-0.0050616
1.896,52.25,-0.0055466,-0.0055597
1.898,62.104,-0.0063574,-0.0058967
1.9,71.598,-0.0071402,-0.0084371
1.902,80.676,-0.0078914,-0.0068919
1.904,89.287,-0.0086073,-0.011437
1.906,97.38,-0.0092847,-0.0090314
1.908,104.91,-0.0099205,-0.008475
1.91,111.83,-0.010512,-0.0083784
1.912,118.11,-0.011056,-0.010537
1.914,123.7,-0.011552,-0.011636
1.916,128.58,-0.011995,-0.011309
1.918,132.72,-0.012386,-0.011063
1.92,136.11,-0.012722,-0.013805
1.922,138.71,-0.013003,-0.011495
1.924,140.53,-0.013227,-0.013775
1.926,141.54,-0.013394,-0.01286
1.928,141.76,-0.013504,-0.014789
1.93,141.18,-0.013556,-0.010387
1.932,139.81,-0.013553,-0.015504
1.934,137.66,-0.013493,-0.011408
1.936,134.75,-0.013379,-0.011671
1.938,131.1,-0.013211,-0.015218
1.94,126.74,-0.012992,-0.016354
1.942,121.69,-0.012723,-0.01192
1.944,116,-0.012407,-0.012801
1.946,109.7,-0.012046,-0.0098815
1.948,102.83,-0.011642,-0.0088295
1.95,95.443,-0.011199,-0.013171
1.952,87.582,-0.010719,-0.011924
1.954,79.302,-0.010207,-0.010154
1.956,70.656,-0.0096643,-0.008914
1.958,61.7,-0.0090961,-0.0074012
1.96,52.492,-0.0085055,-0.0077948
1.962,43.092,-0.0078963,-0.0096669
1.964,33.561,-0.0072723,-0.0070107
1.966,23.958,-0.0066375,-0.0072045
1.968,14.346,-0.0059956,-0.0060805
1.97,4.7859,-0.0053505,-0.0042785
1.972,-4.6624,-0.004706,-0.0034981
1.974,-13.939,-0.004066,-0.0047069
1.976,-22.986,-0.0034341,-0.0035489
1.978,-31.746,-0.0028139,-0.0040157
1.98,-40.165,-0.0022089,-0.0021592
1.982,-48.192,-0.0016222,-0.0017807
1.984,-55.776,-0.0010571,-0.0010804
1.986,-62.871,-0.00051658,-0.00046637
1.988,-69.434,-3.2478e-06,-2.85e-06
1.99,-75.426,0.00048033,0.00040785
1.992,-80.812,0.00093189,0.0010734
1.994,-85.56,0.0013494,0.0012364
1.996,-89.642,0.0017311,0.0014795
1.998,-93.036,0.0020755,0.0020211
2,-95.725,0.0023815,0.0021397
