t,u,y,yT
1.42,-3.7601,0.0016691,0.0015834
1.422,-4.9473,0.0019589,0.0019911
1.424,-6.1266,0.0022455,0.0018836
1.426,-7.2961,0.0025285,0.0022686
1.428,-8.4539,0.0028075,0.0025008
1.43,-9.5982,0.003082,0.0029293
1.432,-10.727,0.0033516,0.0026312
1.434,-11.839,0.0036158,0.0040693
1.436,-12.932,0.0038742,0.0043931
1.438,-14.004,0.0041264,0.0042127
1.44,-15.054,0.004372,0.0046465
1.442,-16.079,0.0046106,0.0037285
1.444,-17.079,0.0048419,0.0043785
1.446,-18.052,0.0050654,0.0052239
1.448,-18.996,0.0052808,0.0054952
1.45,-19.909,0.0054877,0.0062081
1.452,-20.791,0.0056859,0.0062053
1.454,-21.639,0.0058749,0.005629
1.456,-22.452,0.0060546,0.0063968
1.458,-23.23,0.0062246,0.0055617
1.46,-23.971,0.0063846,0.0065046
1.462,-24.673,0.0065344,0.0061165
1.464,-25.336,0.0066738,0.0070931
1.466,-25.958,0.0068025,0.0065064
1.468,-26.538,0.0069203,0.0070285
1.47,-27.077,0.007027,0.0072873
1.472,-27.572,0.0071225,0.006842
1.474,-28.022,0.0072066,0.0058824
1.476,-28.428,0.0072792,0.007868
1.478,-28.789,0.0073401,0.0065105
1.48,-29.103,0.0073893,0.0081346
1.482,-29.371,0.0074266,0.0075495
1.484,-29.592,0.0074521,0.0068302
1.486,-29.765,0.0074657,0.0072249
1.488,-29.891,0.0074673,0.0066886
1.49,-29.969,0.0074569,0.0065552
1.492,-30,0.0074347,0.0077884
1.494,-29.982,0.0074005,0.0071279
1.496,-29.916,0.0073545,0.0063519
1.498,-29.802,0.0072967,0.0070217
1.5,-29.641,0.0072273,0.0073634
1.502,-29.432,0.0071463,0.0072257
1.504,-29.176,0.0070539,0.0069262
1.506,-28.874,0.0069502,0.0067597
1.508,-28.525,0.0068353,0.0061319
1.51,-28.131,0.0067095,0.0076323
1.512,-27.691,0.006573,0.0068903
1.514,-27.208,0.006426,0.0069664
1.516,-26.681,0.0062687,0.0057785
1.518,-26.111,0.0061014,0.0053428
1.52,-25.499,0.0059243,0.0054693
1.522,-24.847,0.0057377,0.0056045
1.524,-24.154,0.005542,0.0049411
1.526,-23.424,0.0053374,0.005959
1.528,-22.655,0.0051242,0.0054208
1.53,-21.851,0.0049029,0.004086
1.532,-21.011,0.0046737,0.0039699
1.534,-20.138,0.004437,0.0031238
1.536,-19.233,0.0041933,0.004124
1.538,-18.297,0.0039428,0.0035453
1.54,-17.331,0.003686,0.0037837
1.542,-16.338,0.0034233,0.0035696
1.544,-15.319,0.0031552,0.0036996
1.546,-14.275,0.002882,0.0028736
1.548,-13.209,0.0026041,0.0027265
1.55,-12.121,0.0023222,0.0023214
1.552,-11.014,0.0020365,0.0019605
1.554,-9.8893,0.0017475,0.0016161
1.556,-8.7488,0.0014558,0.0012652
1.558,-7.5943,0.0011617,0.0013331
1.56,-6.4276,0.00086574,0.00083641
1.562,-5.2506,0.00056842,0.00056712
1.564,-4.0653,0.00027019,0.00029982
1.566,-2.8734,-2.8475e-05,-2.4924e-05
1.568,-1.6769,-0.00032709,-0.00030259
1.57,-0.47778,-0.00062519,-0.00073577
1.572,0.72213,-0.00092228,-0.00089544
1.574,1.9209,-0.0012179,-0.0012284
1.576,3.1166,-0.0015116,-0.0014328
1.578,4.3073,-0.0018028,-0.0018262
1.58,5.4911,-0.0020912,-0.0020619
1.582,6.6661,-0.0023762,-0.002581
1.584,7.8304,-0.0026574,-0.0028482
1.586,8.9823,-0.0029344,-0.0029853
1.588,10.12,-0.0032067,-0.0034269
1.59,11.241,-0.0034738,-0.0028515
1.592,12.344,-0.0037354,-0.0033862
1.594,13.428,-0.003991,-0.0046731
1.596,14.49,-0.0042403,-0.0046574
1.598,15.529,-0.0044827,-0.0048754
1.6,16.543,-0.004718,-0.0052232
1.602,17.53,-0.0049457,-0.0053326
1.604,18.49,-0.0051655,-0.0057074
1.606,19.42,-0.0053771,-0.0057544
1.608,20.319,-0.00558,-0.0053185
1.61,21.185,-0.005774,-0.0067189
1.612,22.018,-0.0059588,-0.0066238
1.614,22.815,-0.0061341,-0.0069455
1.616,23.576,-0.0062995,-0.0072839
1.618,24.299,-0.0064549,-0.0063331
1.62,24.983,-0.0065999,-0.0065832
1.622,25.627,-0.0067344,-0.0066348
1.624,26.23,-0.0068581,-0.0054478
1.626,26.791,-0.0069708,-0.0082248
1.628,27.31,-0.0070724,-0.0075842
1.63,27.785,-0.0071626,-0.0084838
1.632,28.215,-0.0072414,-0.0072744
1.634,28.6,-0.0073087,-0.0085139
1.636,28.939,-0.0073642,-0.0077747
1.638,29.232,-0.0074079,-0.0067111
1.64,29.479,-0.0074398,-0.0076404
1.642,29.678,-0.0074598,-0.0082415
1.644,29.829,-0.0074679,-0.0082837
1.646,29.933,-0.007464,-0.0072304
1.648,29.989,-0.0074482,-0.0090642
1.65,29.997,-0.0074204,-0.0076137
1.652,29.957,-0.0073808,-0.0067098
1.654,29.87,-0.0073294,-0.008236
1.656,29.734,-0.0072662,-0.0071338
1.658,29.551,-0.0071915,-0.0065104
1.66,29.32,-0.0071052,-0.0068395
1.662,29.043,-0.0070075,-0.0079436
1.664,28.719,-0.0068987,-0.0062519
1.666,28.349,-0.0067788,-0.0067
1.668,27.934,-0.0066481,-0.0067455
1.67,27.474,-0.0065067,-0.0072002
1.672,26.971,-0.0063549,-0.0068799
1.674,26.424,-0.006193,-0.006228
1.676,25.834,-0.0060211,-0.0054343
1.678,25.204,-0.0058396,-0.0059751
1.68,24.533,-0.0056488,-0.0054585
1.682,23.823,-0.0054489,-0.006029
1.684,23.075,-0.0052403,-0.0056522
1.686,22.29,-0.0050234,-0.004442
1.688,21.469,-0.0047984,-0.0048792
1.69,20.614,-0.0045657,-0.0043789
1.692,19.726,-0.0043257,-0.0041755
1.694,18.806,-0.0040788,-0.0036229
1.696,17.856,-0.0038254,-0.0031854
1.698,16.878,-0.0035658,-0.0035526
1.7,15.872,-0.0033006,-0.0030561
1.702,14.842,-0.00303,-0.0028394
1.704,13.787,-0.0027547,-0.0031151
1.706,12.711,-0.0024749,-0.0026287
1.708,11.614,-0.0021911,-0.002519
1.71,10.499,-0.0019039,-0.0018942
1.712,9.3663,-0.0016136,-0.0018563
1.714,8.2191,-0.0013207,-0.0013969
1.716,7.0588,-0.0010257,-0.0010198
1.718,5.8871,-0.00072906,-0.00064534
1.72,4.7061,-0.00043126,-0.00046116
1.722,3.5175,-0.00013277,-0.00012792
1.724,2.3232,0.00016593,0.00014931
1.726,1.1253,0.00046436,0.00050208
1.728,-0.074424,0.00076206,0.00077392
1.73,-1.274,0.0010585,0.0011717
1.732,-2.4716,0.0013533,0.0012523
1.734,-3.6652,0.0016459,0.0017288
1.736,-4.853,0.0019359,0.0019774
1.738,-6.033,0.0022228,0.0018078
1.74,-7.2033,0.0025061,0.002613
1.742,-8.3622,0.0027854,0.0025261
1.744,-9.5076,0.0030603,0.0031783
1.746,-10.638,0.0033303,0.0037666
1.748,-11.751,0.0035949,0.003323
1.75,-12.845,0.0038538,0.0043346
1.752,-13.919,0.0041065,0.0043901
1.754,-14.971,0.0043527,0.0036071
1.756,-15.999,0.0045919,0.0043063
1.758,-17.001,0.0048237,0.0044978
1.76,-17.976,0.0050479,0.0046066
1.762,-18.922,0.0052639,0.0052401
1.764,-19.837,0.0054715,0.0060967
1.766,-20.722,0.0056704,0.0062095
1.768,-21.572,0.0058602,0.0056943
1.77,-22.389,0.0060407,0.0057319
1.772,-23.17,0.0062114,0.0068831
1.774,-23.913,0.0063723,0.0062991
1.776,-24.618,0.0065229,0.0065162
1.778,-25.284,0.0066631,0.0065665
1.78,-25.91,0.0067926,0.0067754
1.782,-26.494,0.0069113,0.0056695
1.784,-27.035,0.0070189,0.0077661
1.786,-27.534,0.0071153,0.0069708
1.788,-27.988,0.0072003,0.006642
1.79,-28.398,0.0072738,0.0068786
1.792,-28.762,0.0073357,0.0087735
1.794,-29.08,0.0073858,0.0070927
1.796,-29.351,0.0074241,0.0076227
1.798,-29.576,0.0074505,0.0063566
1.8,-29.753,0.007465,0.0071156
1.802,-29.883,0.0074676,0.0079521
1.804,-29.965,0.0074582,0.0075274
1.806,-29.999,0.0074369,0.0078161
1.808,-29.985,0.0074037,0.0069523
1.81,-29.923,0.0073586,0.0070768
1.812,-29.813,0.0073018,0.0074522
1.814,-29.656,0.0072333,0.0073296
1.816,-29.451,0.0071532,0.0063263
1.818,-29.198,0.0070616,0.0076961
1.82,-28.9,0.0069588,0.0092463
1.822,-28.555,0.0068449,0.0064202
1.824,-28.164,0.00672,0.0072245
1.826,-27.728,0.0065843,0.0051334
1.828,-27.248,0.0064381,0.0069237
1.83,-26.724,0.0062816,0.0070049
1.832,-26.158,0.0061151,0.0059406
1.834,-25.549,0.0059388,0.0061218
1.836,-24.9,0.0057529,0.0060026
1.838,-24.211,0.0055579,0.0063859
1.84,-23.483,0.005354,0.005808
1.842,-22.718,0.0051415,0.0056922
1.844,-21.916,0.0049208,0.0048926
1.846,-21.079,0.0046922,0.0042646
1.848,-20.209,0.0044561,0.0044126
1.85,-19.306,0.0042129,0.0040158
1.852,-18.372,0.003963,0.0041505
1.854,-17.409,0.0037067,0.0044986
1.856,-16.418,0.0034444,0.0035821
1.858,-15.401,0.0031767,0.0032731
1.86,-14.359,0.0029039,0.0029807
1.862,-13.295,0.0026264,0.0025268
1.864,-12.208,0.0023448,0.0019318
1.866,-11.103,0.0020593,0.0024107
1.868,-9.9795,0.0017706,0.0016759
1.87,-8.8401,0.0014791,0.0015273
1.872,-7.6867,0.0011852,0.0012288
1.874,-6.5209,0.00088936,0.00078805
1.876,-5.3447,0.00059214,0.00065231
1.878,-4.1599,0.00029396,0.00029495
1.88,-2.9685,-4.6868e-06,-4.3037e-06
1.882,-1.7723,-0.00030333,-0.00031454
1.884,-0.57332,-0.00060148,-0.00051824
1.886,0.6266,-0.00089867,-0.00092549
1.888,1.8255,-0.0011944,-0.0012188
1.89,3.0215,-0.0014883,-0.0014356
1.892,4.2127,-0.0017797,-0.0016028
1.894,5.3971,-0.0020683,-0.0021773
1.896,6.5729,-0.0023537,-0.0024844
1.898,7.7382,-0.0026352,-0.0028444
1.9,8.8911,-0.0029125,-0.0030695
1.902,10.03,-0.0031852,-0.0032239
1.904,11.152,-0.0034528,-0.0032887
1.906,12.257,-0.0037148,-0.0038171
1.908,13.342,-0.0039709,-0.0038696
1.91,14.406,-0.0042207,-0.0035496
1.912,15.447,-0.0044637,-0.0047465
1.914,16.463,-0.0046995,-0.0051193
1.916,17.453,-0.0049278,-0.0050596
1.918,18.415,-0.0051483,-0.0064558
1.92,19.347,-0.0053605,-0.0043257
1.922,20.248,-0.0055642,-0.0052864
1.924,21.117,-0.0057589,-0.0057013
1.926,21.953,-0.0059444,-0.0054351
1.928,22.753,-0.0061205,-0.007356
1.93,23.516,-0.0062867,-0.0061423
1.932,24.242,-0.0064429,-0.0069725
1.934,24.93,-0.0065887,-0.0075962
1.936,25.577,-0.006724,-0.0060404
1.938,26.184,-0.0068486,-0.0076018
1.94,26.748,-0.0069622,-0.007789
1.942,27.27,-0.0070647,-0.0055661
1.944,27.748,-0.0071559,-0.0076105
1.946,28.182,-0.0072356,-0.0076615
1.948,28.571,-0.0073037,-0.0062989
1.95,28.914,-0.0073602,-0.0082629
1.952,29.211,-0.0074049,-0.0079516
1.954,29.461,-0.0074377,-0.007749
1.956,29.664,-0.0074587,-0.0072848
1.958,29.819,-0.0074677,-0.0081528
1.96,29.927,-0.0074647,-0.0090415
1.962,29.987,-0.0074499,-0.0080748
1.964,29.998,-0.0074231,-0.0074104
1.966,29.962,-0.0073844,-0.0076299
1.968,29.878,-0.0073339,-0.0070327
1.97,29.746,-0.0072717,-0.0084546
1.972,29.567,-0.0071978,-0.007687
1.974,29.34,-0.0071125,-0.0073034
1.976,29.067,-0.0070157,-0.0076591
1.978,28.747,-0.0069078,-0.0067473
1.98,28.38,-0.0067887,-0.006944
1.982,27.969,-0.0066589,-0.0058601
1.984,27.513,-0.0065183,-0.0059136
1.986,27.012,-0.0063674,-0.0061836
1.988,26.469,-0.0062062,-0.0050008
1.99,25.883,-0.0060351,-0.006541
1.992,25.256,-0.0058544,-0.0056212
1.994,24.588,-0.0056643,-0.0056458
1.996,23.881,-0.0054652,-0.0053894
1.998,23.136,-0.0052573,-0.0055359
2,22.353,-0.0050409,-0.0047462
